date,type,operator,fatalities,country,cat,year
1944-05-26,Douglas Dakota III (DC-3),RAF,,India,A1,1944
1944-05-26,Douglas Dakota III (DC-3),RAF,,Iraq,A1,1944
1944-05-27,Curtiss C-46A,USAAF,3.0,,A1,1944
1944-05-27,Consolidated C-87,USAAF,,India,A1,1944
1944-05-28,Lockheed C-60A Lodestar,USAAF,,USA,A1,1944
1944-05-28,Junkers Ju-52/3m g4e (MS),German AF,4.0,Germany,A1,1944
1944-05-29,Douglas C-47A (DC-3),USAAF,,Yemen,A1,1944
1944-05-30,Douglas C-47 (DC-3),USAAF,,Italy,A1,1944
1944-05-30,Douglas C-47 (DC-3),USAAF,,Italy,A1,1944
1944-05-30,Douglas C-47A (DC-3),USAAF,,Myanmar,A1,1944
1944-05-30,Douglas C-47 (DC-3),Soviet AF,3.0,Russia,A1,1944
1944-05-30,Douglas C-47 (DC-3),Aeroflot,8.0,Belarus,A1,1944
1944-05-31,Curtiss C-46A,USAAF,,,U1,1944
1944-05-31,Douglas C-47 (DC-3),USAAF,,Myanmar,A1,1944
1944-05-31,Douglas C-47A (DC-3),USAAF,,Myanmar,A1,1944
1944-05-31,Douglas C-47 (DC-3),USAAF,,U.K.,A1,1944
1944-05-31,Consolidated PBY-5A Catalina,US Navy,0.0,USA,A1,1944
1944-05-31,Douglas Dakota III (DC-3),RAF,,India,A1,1944
1944-05-31,Douglas R4D-4 (DC-3),US Navy,,USA,A1,1944
,Curtiss C-46A,USAAF,,,U1,1944
1944-06-01,Douglas Dakota III (DC-3),RAF,7.0,Myanmar,A1,1944
1944-06-01,Douglas C-47A (DC-3),USAAF,,Myanmar,A1,1944
1944-06-02,Douglas C-47A (DC-3),USAAF,,,U1,1944
1944-06-02,Douglas C-47A (DC-3),USAAF,,P.N. Guinea,A1,1944
1944-06-03,Douglas C-47A (DC-3),USAAF,,U.K.,A1,1944
1944-06-03,Douglas C-47A (DC-3),USAAF,,Oman,A1,1944
1944-06-03,Short Sunderland III,RAF,10.0,Eq. Guinea,A1,1944
1944-06-03,Douglas Dakota III (DC-3),RAF,16.0,Morocco,A1,1944
1944-06-03,Douglas C-47A (DC-3),USAAF,,Myanmar,A1,1944
1944-06-03,Douglas Dakota III (DC-3),RAF,16.0,Algeria,A1,1944
1944-06-03,Douglas C-47A (DC-3),USAAF,,USA,A1,1944
1944-06-04,Curtiss C-46A,USAAF,,Bangladesh,A1,1944
1944-06-04,Douglas C-53D Skytrooper (DC-3),USAAF,3.0,U.K.,A1,1944
1944-06-04,Consolidated C-87,USAAF,,China,A1,1944
1944-06-05,Curtiss C-46A,USAAF,,,U1,1944
1944-06-05,Consolidated C-87,USAAF,,China,A1,1944
1944-06-05,Douglas C-47A (DC-3),USAAF,,China,A1,1944
1944-06-06,Douglas C-47A (DC-3),USAAF,22.0,France,C1,1944
1944-06-06,Douglas C-47A (DC-3),USAAF,,U.K.,A1,1944
1944-06-06,Douglas C-47A (DC-3),USAAF,0.0,France,C1,1944
1944-06-06,Douglas C-47A (DC-3),USAAF,6.0,France,C1,1944
1944-06-06,Douglas C-47A (DC-3),USAAF,20.0,France,C1,1944
1944-06-06,Douglas C-47A (DC-3),USAAF,19.0,France,C1,1944
1944-06-06,Douglas Dakota III (DC-3),RAF,4.0,France,C1,1944
1944-06-06,Douglas Dakota III (DC-3),RAF,1.0,France,C1,1944
1944-06-06,Douglas Dakota III (DC-3),RAF,0.0,France,C1,1944
1944-06-06,Douglas Dakota III (DC-3),RAF,1.0,France,C1,1944
1944-06-06,Douglas Dakota III (DC-3),RAF,,U.K.,A1,1944
1944-06-06,Douglas C-47A (DC-3),USAAF,0.0,France,C1,1944
1944-06-06,Douglas C-47A (DC-3),USAAF,,U.K.,A1,1944
1944-06-06,Douglas C-47A (DC-3),USAAF,4.0,France,C1,1944
1944-06-06,Douglas C-47A (DC-3),USAAF,3.0,U.K.,O1,1944
1944-06-06,Douglas C-47A (DC-3),USAAF,,France,C1,1944
1944-06-06,Douglas C-47A (DC-3),USAAF,,U.K.,A1,1944
1944-06-06,Douglas Dakota III (DC-3),RAF,22.0,France,C1,1944
1944-06-06,Douglas C-53D Skytrooper (DC-3),USAAF,0.0,France,A1,1944
1944-06-06,Douglas C-47A (DC-3),USAAF,0.0,France,A1,1944
1944-06-06,Douglas C-47A (DC-3),USAAF,5.0,France,C1,1944
1944-06-06,Douglas C-47 (DC-3),USAAF,4.0,France,C1,1944
1944-06-06,Douglas C-47A (DC-3),USAAF,,,A1,1944
1944-06-06,Douglas C-47A (DC-3),USAAF,0.0,France,C1,1944
1944-06-06,Douglas C-47A (DC-3),USAAF,0.0,France,C1,1944
1944-06-06,Douglas C-47A (DC-3),USAAF,0.0,France,C1,1944
1944-06-06,Douglas C-47A (DC-3),USAAF,21.0,France,C1,1944
1944-06-06,Douglas Dakota III (DC-3),RAF,,France,A1,1944
1944-06-06,Douglas C-47A (DC-3),USAAF,,France,A1,1944
1944-06-06,Douglas C-53D-DO (DC-3),USAAF,0.0,France,C1,1944
1944-06-06,Douglas C-47A (DC-3),USAAF,6.0,France,C1,1944
1944-06-06,Douglas C-47A (DC-3),USAAF,0.0,U.K.,A1,1944
1944-06-06,Douglas C-47A (DC-3),USAAF,19.0,France,C1,1944
1944-06-06,Douglas C-47A (DC-3),USAAF,22.0,France,A1,1944
1944-06-06,Douglas C-47A (DC-3),USAAF,0.0,France,A1,1944
1944-06-06,Junkers Ju-52/3m,German AF,5.0,Switzerland,A1,1944
1944-06-06,Douglas C-47A (DC-3),USAAF,2.0,France,C1,1944
1944-06-06,Douglas C-47A (DC-3),USAAF,4.0,France,C1,1944
1944-06-06,Douglas C-47A (DC-3),USAAF,22.0,France,A1,1944
1944-06-06,Douglas C-47A (DC-3),USAAF,0.0,France,C1,1944
1944-06-06,Douglas C-47A (DC-3),USAAF,4.0,France,A1,1944
1944-06-07,Short Sunderland III,RAF,10.0,U.K.,A1,1944
1944-06-07,Douglas C-47A (DC-3),RAAF,4.0,P.N. Guinea,A1,1944
1944-06-07,Douglas C-47A (DC-3),USAAF,2.0,U.K.,A1,1944
1944-06-07,Douglas C-47 (DC-3),USAAF,,France,C1,1944
1944-06-07,Douglas C-47A (DC-3),USAAF,0.0,France,C1,1944
1944-06-07,Douglas C-47 (DC-3),USAAF,4.0,France,A1,1944
1944-06-07,Douglas C-47A (DC-3),USAAF,4.0,France,C1,1944
1944-06-07,Douglas Dakota III (DC-3),RAF,4.0,France,C1,1944
1944-06-07,Douglas Dakota III (DC-3),RAF,0.0,France,C1,1944
1944-06-07,Douglas C-47A (DC-3),USAAF,1.0,U.K.,A1,1944
1944-06-07,Douglas C-47A (DC-3),USAAF,2.0,U.K.,A1,1944
1944-06-07,Douglas C-47A (DC-3),USAAF,0.0,France,C1,1944
1944-06-07,Douglas Dakota III (DC-3),RAF,,France,C1,1944
1944-06-07,Junkers Ju-52/3mg14e,German AF,16.0,France,C1,1944
1944-06-07,Junkers Ju-52/3m,German AF,4.0,France,A1,1944
1944-06-07,Douglas C-47A (DC-3),USAAF,,France,A1,1944
1944-06-07,Douglas C-47A (DC-3),USAAF,0.0,France,A1,1944
1944-06-07,Douglas C-47A (DC-3),USAAF,,France,C1,1944
1944-06-07,Douglas C-47A (DC-3),USAAF,0.0,France,A1,1944
1944-06-07,Douglas C-47A (DC-3),USAAF,6.0,U.K.,A1,1944
1944-06-07,Douglas C-47A (DC-3),USAAF,,France,C1,1944
1944-06-07,Douglas C-47A (DC-3),USAAF,,France,C1,1944
1944-06-08,Curtiss C-46A,USAAF,,USA,A1,1944
1944-06-08,Douglas C-47A (DC-3),CNAC,6.0,India,A1,1944
1944-06-08,Douglas C-47 (DC-3),USAAF,3.0,,A1,1944
1944-06-08,Douglas C-47 (DC-3),USAAF,3.0,,A1,1944
1944-06-08,Douglas C-47A (DC-3),USAAF,,China,A1,1944
1944-06-08,Consolidated C-87,USAAF,,India,A1,1944
1944-06-09,Lockheed C-60A-1-LO Lodestar,USAAF,0.0,USA,A2,1944
1944-06-09,PBV-1A Canso A (PBY-5A),RCAF,,,A1,1944
1944-06-10,Curtiss C-46A,USAAF,,India,A1,1944
1944-06-10,Douglas C-47A (DC-3),USAAF,0.0,P.N. Guinea,A1,1944
1944-06-10,Douglas C-47 (DC-3),USAAF,,USA,A1,1944
1944-06-11,Douglas Dakota III (DC-3),RAF,28.0,India,A1,1944
1944-06-11,Douglas C-47A (DC-3),USAAF,5.0,Myanmar,A1,1944
1944-06-11,Consolidated PBY-5 Catalina,US Navy,,Bahamas,A1,1944
1944-06-11,Junkers Ju-52/3mg5e,German AF,14.0,Greece,A1,1944
1944-06-12,Short Sunderland III,RAF,11.0,Atlantic Ocean,C1,1944
1944-06-12,Short Sunderland III,RAF,11.0,Atlantic Ocean,C1,1944
1944-06-13,Douglas C-47 (DC-3),USAAF,,Italy,A1,1944
1944-06-13,PBV-1A Canso A (PBY-5A),RCAF,3.0,Atlantic Ocean,C1,1944
1944-06-13,PBV-1A Canso A (PBY-5A),RCAF,7.0,Iceland,A1,1944
1944-06-14,Douglas C-47 (DC-3),USAAF,15.0,India,A1,1944
1944-06-14,Consolidated PBY-2 Catalina,US Navy,,USA,A1,1944
1944-06-14,Consolidated C-87,USAAF,4.0,India,A1,1944
1944-06-15,Douglas C-47A (DC-3),USAAF,7.0,Myanmar,A1,1944
1944-06-15,Douglas C-47A (DC-3),USAAF,3.0,Myanmar,A1,1944
1944-06-15,Douglas C-47A (DC-3),USAAF,3.0,USA,A1,1944
1944-06-15,Consolidated Catalina,RAF,9.0,Spain,A1,1944
1944-06-15,Douglas C-47A (DC-3),USAAF,4.0,Myanmar,A1,1944
1944-06-15,Douglas C-47A (DC-3),USAAF,,P.N. Guinea,A1,1944
1944-06-15,Douglas C-47A (DC-3),USAAF,,India,A1,1944
1944-06-16,Curtiss C-46A,USAAF,4.0,India,A1,1944
1944-06-16,Douglas C-47A (DC-3),USAAF,,U.K.,A1,1944
1944-06-16,Consolidated PBY-5 Catalina,US Navy,0.0,Pacific Ocean,A1,1944
1944-06-16,Consolidated PBY-5A Catalina,US Navy,7.0,USA,A1,1944
1944-06-17,Douglas Dakota III (DC-3),RAF,,Ghana,A1,1944
1944-06-17,Douglas Dakota III (DC-3),RAF,,France,A1,1944
1944-06-18,Douglas C-47 (DC-3),CNAC,1.0,China,A1,1944
1944-06-19,Curtiss C-46A,USAAF,,India,A1,1944
1944-06-19,Consolidated C-87,USAAF,,China,A1,1944
1944-06-19,Douglas Dakota III (DC-3),RAF,4.0,Myanmar,A1,1944
1944-06-20,Douglas C-54A (DC-4),"USAAF, opb TWA",7.0,USA,A1,1944
1944-06-20,Curtiss C-46A,USAAF,1.0,Myanmar,A1,1944
1944-06-21,Curtiss C-46A,USAAF,4.0,China,A1,1944
1944-06-21,Douglas C-47 (DC-3),USAAF,,India,A1,1944
1944-06-21,Douglas C-47A (DC-3),USAAF,,P.N. Guinea,A1,1944
1944-06-21,Douglas C-47A (DC-3),USAAF,6.0,Albania,A1,1944
1944-06-22,Douglas C-47A (DC-3),USAAF,,India,A1,1944
1944-06-22,Consolidated C-87,USAAF,,India,A1,1944
1944-06-22,Douglas C-47A (DC-3),USAAF,4.0,Myanmar,C1,1944
1944-06-22,Douglas C-47A (DC-3),USAAF,5.0,Myanmar,C1,1944
1944-06-22,Short Sunderland III,RAF,0.0,U.K.,O1,1944
1944-06-23,Douglas C-53 Skytrooper (DC-3),USAAF,,India,A1,1944
1944-06-23,Consolidated PBY-5A Catalina,US Navy,,Morocco,A1,1944
1944-06-23,Consolidated C-87,USAAF,,St. Helena,A1,1944
1944-06-23,Douglas Dakota III (DC-3),RAF,,Bangladesh,A1,1944
1944-06-23,Douglas Dakota III (DC-3),RAF,,Bangladesh,A1,1944
1944-06-23,Douglas Dakota III (DC-3),RAF,,Bangladesh,A1,1944
1944-06-23,Douglas Dakota III (DC-3),RAF,,India,A1,1944
1944-06-23,Junkers Ju-52/3mg11,German AF,7.0,Austria,A1,1944
1944-06-24,Douglas C-47A (DC-3),USAAF,,Indonesia,A1,1944
1944-06-24,PB2B-1 Canso A (PBY-5A),RCAF,3.0,Atlantic Ocean,C1,1944
1944-06-25,Curtiss C-46A,USAAF,,India,A1,1944
1944-06-26,Curtiss C-46A,USAAF,4.0,India,A1,1944
1944-06-26,Douglas C-47A (DC-3),USAAF,,U.K.,A1,1944
1944-06-26,Douglas Dakota III (DC-3),RAF,,India,A1,1944
1944-06-26,Douglas C-47A (DC-3),USAAF,,India,A1,1944
1944-06-26,Curtiss C-46A,USAAF,,,U1,1944
1944-06-26,Douglas C-47A (DC-3),USAAF,,U.K.,A1,1944
1944-06-27,Consolidated PBY-5A Catalina,US Navy,,Marshall Isl.,A1,1944
1944-06-27,Douglas C-47A (DC-3),USAAF,,P.N. Guinea,A1,1944
1944-06-27,Junkers Ju-52/3m,German AF,,Netherlands,A1,1944
1944-06-27,Douglas C-47A (DC-3),Aeroflot,2.0,Belarus,A1,1944
1944-06-28,Douglas C-47A (DC-3),USAAF,7.0,Myanmar,A1,1944
1944-06-28,Douglas C-47A (DC-3),USAAF,6.0,India,A1,1944
1944-06-28,Douglas C-47A (DC-3),USAAF,,P.N. Guinea,A1,1944
1944-06-28,Lockheed C-60A Lodestar,USAAF,5.0,USA,A1,1944
1944-06-29,Curtiss C-46A,USAAF,4.0,China,A1,1944
1944-06-29,Curtiss C-46A,USAAF,1.0,,A1,1944
1944-06-30,Curtiss C-46A,USAAF,,Egypt,A1,1944
1944-06-30,Douglas C-47A (DC-3),USAAF,,U.K.,A1,1944
1944-06-30,Consolidated PBY-5A Catalina,US Navy,,,A1,1944
1944-06-30,Douglas C-47 (DC-3),USAAF,,Italy,A1,1944
1944-06-30,Junkers Ju-52/3mg8e,German AF,0.0,Slovakia,A1,1944
1944-06-30,Douglas C-47A (DC-3),USAAF,,,U1,1944
,Junkers Ju-52/3m,NKAP,,Russia,A1,1944
1944-07-01,Curtiss C-46A,USAAF,,India,A1,1944
1944-07-01,Consolidated PBY-5 Catalina,US Navy,,P.N. Guinea,A1,1944
1944-07-02,Curtiss C-46A,USAAF,,India,A1,1944
1944-07-02,Curtiss C-46A,USAAF,,China,A1,1944
1944-07-02,Douglas C-47A (DC-3),USAAF,3.0,USA,A1,1944
1944-07-02,Douglas C-47 (DC-3),USAAF,,Algeria,A1,1944
1944-07-02,Junkers Ju-52/3m,German AF,1.0,Greece,A1,1944
1944-07-03,Ford 5-AT Tri-Motor,TACA de Nicaragua,1.0,Nicaragua,A1,1944
1944-07-03,Douglas C-47 (DC-3),USAAF,,Indonesia,A1,1944
1944-07-04,Curtiss C-46A,USAAF,,India,A1,1944
1944-07-05,Douglas C-47 (DC-3),USAAF,,Italy,A1,1944
1944-07-05,Douglas C-47A (DC-3),USAAF,,USA,A1,1944
1944-07-05,Douglas Dakota III (DC-3),RAF,,Myanmar,A1,1944
1944-07-06,Douglas C-47A (DC-3),USAAF,,India,A1,1944
1944-07-06,Douglas C-47 (DC-3),USAAF,,Algeria,A1,1944
1944-07-07,Douglas C-47A (DC-3),RAAF,0.0,P.N. Guinea,A1,1944
1944-07-07,Douglas C-47A (DC-3),USAAF,3.0,USA,A1,1944
1944-07-07,Consolidated PBY-2 Catalina,US Navy,,USA,A1,1944
1944-07-08,Douglas C-47A (DC-3),USAAF,,U.K.,A1,1944
1944-07-08,Douglas C-47A (DC-3),USAAF,,U.K.,A1,1944
1944-07-08,Douglas C-47 (DC-3),USAAF,,,A1,1944
1944-07-09,Curtiss C-46A,USAAF,,,A1,1944
1944-07-09,Douglas C-47A (DC-3),USAAF,,Croatia,A1,1944
1944-07-09,Consolidated C-87,USAAF,,Myanmar,A1,1944
1944-07-09,Douglas C-47 (DC-3),USAAF,,China,A1,1944
1944-07-09,Douglas C-47A (DC-3),USAAF,7.0,P.N. Guinea,A1,1944
1944-07-10,Curtiss C-46A,USAAF,,India,A1,1944
1944-07-10,Douglas C-47A (DC-3),USAAF,,Italy,A1,1944
1944-07-11,Douglas C-47A (DC-3),USAAF,,P.N. Guinea,A1,1944
1944-07-11,Douglas C-47A (DC-3),USAAF,,Indonesia,A1,1944
1944-07-12,Consolidated PBY-5A Catalina,US Navy,5.0,Morocco,A1,1944
1944-07-12,Douglas R4D-5 (DC-3),US Navy,15.0,Solomon Isl.,A1,1944
1944-07-13,Douglas C-47A (DC-3),USAAF,,USA,A1,1944
1944-07-13,Short Sunderland,RAF,8.0,Gambia,A1,1944
1944-07-13,Douglas C-47A (DC-3),Aeroflot,6.0,Belarus,A1,1944
1944-07-14,Curtiss C-46A,USAAF,,India,A1,1944
1944-07-14,Curtiss C-46A,USAAF,,China,A1,1944
1944-07-15,Douglas C-47 (DC-3),USAAF,,USA,A1,1944
1944-07-15,Douglas C-47 (DC-3),USAAF,0.0,Italy,A1,1944
1944-07-15,Douglas C-47A (DC-3),USAAF,4.0,,A1,1944
1944-07-16,Curtiss C-46A,USAAF,3.0,India,A1,1944
1944-07-16,Douglas C-47A (DC-3),USAAF,,USA,A1,1944
1944-07-16,Douglas C-47A (DC-3),USAAF,,USA,A1,1944
1944-07-16,Douglas Dakota III (DC-3),RAF,9.0,Bosnia,A1,1944
1944-07-16,Douglas JC-47A,USAAF,,USA,A1,1944
1944-07-17,Douglas C-47 (DC-3),USAAF,,,A1,1944
1944-07-17,Curtiss C-46A,USAAF,,China,A1,1944
1944-07-18,Consolidated PBY-5 Catalina,US Navy,,USA,A1,1944
1944-07-18,Curtiss C-46A,USAAF,,India,A1,1944
1944-07-20,Douglas C-47A (DC-3),USAAF,,Gibraltar,A1,1944
1944-07-20,Douglas C-47A (DC-3),USAAF,,USA,A1,1944
1944-07-20,Consolidated PBY-5A Catalina,RAAF,9.0,Indonesia,A1,1944
1944-07-20,Douglas C-47A (DC-3),USAAF,,P.N. Guinea,A1,1944
1944-07-20,Junkers Ju-52/3m,"Aeroflot, West Siberia",6.0,Kazakhstan,A1,1944
1944-07-21,Curtiss C-46A,USAAF,,Italy,A1,1944
1944-07-21,Douglas C-47A (DC-3),USAAF,5.0,Atlantic Ocean,A1,1944
1944-07-21,Douglas C-47A (DC-3),USAAF,5.0,Atlantic Ocean,A1,1944
1944-07-21,Douglas C-47A (DC-3),USAAF,,USA,A1,1944
1944-07-21,Douglas C-47A (DC-3),USAAF,5.0,USA,A1,1944
1944-07-21,Douglas C-47 (DC-3),USAAF,,USA,A1,1944
1944-07-21,Junkers Ju-52/3mg8e,German AF,15.0,Greece,C1,1944
1944-07-21,Douglas C-47 (DC-3),USAAF,4.0,Croatia,C1,1944
1944-07-22,Douglas C-47A (DC-3),USAAF,,France,A1,1944
1944-07-22,Consolidated PBY-5 Catalina,US Navy,,Morocco,A1,1944
1944-07-22,Douglas Dakota III (DC-3),RAF,,Myanmar,A1,1944
1944-07-22,Douglas R4D-5 (DC-3),US Navy,,Brazil,A1,1944
1944-07-23,Douglas C-47A (DC-3),USAAF,,Marshall Isl.,A1,1944
1944-07-23,Douglas C-47A (DC-3),USAAF,,USA,A1,1944
1944-07-23,Douglas R4D-5 (DC-3),US Navy,16.0,P.N. Guinea,A1,1944
1944-07-23,Consolidated C-87,USAAF,,India,O1,1944
1944-07-23,Douglas C-47A (DC-3),USAAF,4.0,P.N. Guinea,A1,1944
1944-07-24,Curtiss C-46A,USAAF,,,U1,1944
1944-07-24,Curtiss C-46A,USAAF,,Morocco,A1,1944
1944-07-24,Douglas C-47A (DC-3),USAAF,6.0,,A1,1944
1944-07-24,Douglas C-47A (DC-3),USAAF,,Myanmar,A1,1944
1944-07-24,Douglas C-47 (DC-3),USAAF,,USA,A1,1944
1944-07-24,Consolidated PBY-5 Catalina,US Navy,5.0,Pacific Ocean,A1,1944
1944-07-24,Douglas C-47A (DC-3),USAAF,,P.N. Guinea,A1,1944
1944-07-25,Lockheed 14-H2 Super Electra,LAV,10.0,Venezuela,A1,1944
1944-07-25,Consolidated C-87,USAAF,27.0,Solomon Isl.,A1,1944
1944-07-26,Douglas C-54A (DC-4),USAAF,26.0,Atlantic Ocean,A1,1944
1944-07-26,Douglas C-47A (DC-3),USAAF,,USA,A1,1944
1944-07-26,Consolidated C-87,USAAF,3.0,USA,A1,1944
1944-07-26,Douglas Dakota III (DC-3),RAF,,U.K.,A1,1944
1944-07-26,Douglas C-47A (DC-3),USAAF,,,A1,1944
1944-07-26,Douglas C-47A (DC-3),USAAF,,Myanmar,A1,1944
1944-07-26,Douglas R4D-1 (DC-3),US Navy,,USA,U1,1944
1944-07-27,Douglas C-47A (DC-3),USAAF,22.0,U.K.,A1,1944
1944-07-27,Curtiss C-46A,USAAF,,India,A1,1944
1944-07-27,Douglas C-47A (DC-3),USAAF,,USA,A1,1944
1944-07-27,Douglas C-47 (DC-3),USAAF,,India,A1,1944
1944-07-27,PBV-1A Canso A (PBY-5A),RCAF,7.0,U.K.,A1,1944
1944-07-27,Consolidated PBY-2 Catalina,US Navy,,USA,A1,1944
1944-07-27,Consolidated PBY-5A Catalina,US Navy,9.0,Atlantic Ocean,A1,1944
1944-07-27,Douglas C-47A (DC-3),USAAF,,P.N. Guinea,A1,1944
1944-07-28,Douglas C-47A (DC-3),USAAF,,U.K.,A1,1944
1944-07-28,Douglas R4D-5 (DC-3),US Navy,,Indonesia,A1,1944
1944-07-28,Douglas C-47A (DC-3),USAAF,,U.K.,A1,1944
1944-07-28,Douglas C-47A (DC-3),USAAF,,Indonesia,U1,1944
1944-07-28,Douglas C-47A (DC-3),USAAF,,USA,A1,1944
1944-07-28,Consolidated C-87,USAAF,,China,A1,1944
1944-07-28,Douglas C-47A (DC-3),USAAF,,Indonesia,U1,1944
1944-07-28,Douglas C-47A (DC-3),USAAF,0.0,U.K.,A1,1944
1944-07-29,Douglas C-47A (DC-3),USAAF,,Italy,A1,1944
1944-07-29,Douglas C-47A (DC-3),USAAF,,USA,A1,1944
1944-07-29,Lockheed C-60A Lodestar,USAAF,,USA,A1,1944
1944-07-30,Douglas C-47A (DC-3),USAAF,,USA,A1,1944
1944-07-30,Curtiss C-46A,USAAF,,China,U1,1944
1944-07-30,Douglas Dakota III (DC-3),RAF,,Myanmar,C1,1944
1944-07-30,Douglas Dakota III (DC-3),RAF,4.0,Myanmar,C1,1944
1944-07-30,Consolidated C-87,USAAF,,Guyana,A1,1944
1944-07-31,Curtiss C-46A,USAAF,,,U1,1944
1944-07-31,Douglas DC-2-118A,Panagra,,Ecuador,A1,1944
1944-07-31,Douglas C-47A (DC-3),USAAF,9.0,Italy,A1,1944
1944-07-31,Douglas Dakota III (DC-3),South African AF,32.0,Oman,A1,1944
,Junkers Ju-52/3m,German AF,0.0,Norway,A1,1944
1944-08-01,Curtiss C-46A,USAAF,,,A1,1944
1944-08-01,Douglas C-47 (DC-3),CNAC,3.0,China,A1,1944
1944-08-01,Douglas C-47A (DC-3),USAAF,,,A1,1944
1944-08-02,Douglas Dakota III (DC-3),RAF,5.0,Myanmar,A1,1944
1944-08-02,Douglas DC-2-115D,Swissair,0.0,Germany,C1,1944
1944-08-02,Douglas C-47A (DC-3),USAAF,,Indonesia,A1,1944
1944-08-03,Curtiss C-46A,USAAF,,,U1,1944
1944-08-03,Douglas C-47A (DC-3),USAAF,28.0,USA,A1,1944
1944-08-03,Douglas C-47A (DC-3),USAAF,,Myanmar,A1,1944
1944-08-03,Douglas C-53 Skytrooper (DC-3),USAAF,,USA,A1,1944
1944-08-03,Douglas C-47A (DC-3),USAAF,,Myanmar,A1,1944
1944-08-04,Curtiss C-46A,USAAF,,,A1,1944
1944-08-04,PBV-1A Canso A (PBY-5A),RCAF,0.0,Canada,A1,1944
1944-08-04,Douglas Dakota III (DC-3),RAF,18.0,India,A1,1944
1944-08-05,Douglas C-47A (DC-3),USAAF,0.0,Indonesia,A1,1944
1944-08-05,Douglas Dakota III (DC-3),RAF,,U.K.,A1,1944
1944-08-05,Douglas Dakota III (DC-3),RAF,,U.K.,A1,1944
1944-08-05,Douglas Dakota III (DC-3),RAF,5.0,France,A1,1944
1944-08-07,Curtiss C-46A,USAAF,,Iran,A1,1944
1944-08-07,Douglas C-47A (DC-3),USAAF,7.0,Myanmar,A1,1944
1944-08-07,Douglas C-47 (DC-3),USAAF,0.0,Iceland,A1,1944
1944-08-07,Douglas C-47A (DC-3),USAAF,,Indonesia,A1,1944
1944-08-08,Sikorsky S-42,Pan Am,17.0,Cuba,A1,1944
1944-08-08,Consolidated PBY-5 Catalina,US Navy,,Northern Mariana Isl,A1,1944
1944-08-08,Douglas Dakota III (DC-3),RCAF,,Canada,A1,1944
1944-08-09,Douglas C-47A (DC-3),USAAF,,U.K.,A1,1944
1944-08-09,Junkers Ju-90V3,Deutsche Lufthansa,0.0,Germany,C1,1944
1944-08-09,Lockheed C-57B-LO Lodestar,USAAF,,Morocco,A1,1944
1944-08-09,Douglas C-47A (DC-3),USAAF,,India,A1,1944
1944-08-09,Douglas C-47A (DC-3),USAAF,6.0,Myanmar,A1,1944
1944-08-10,Curtiss C-46A,USAAF,,India,A1,1944
1944-08-10,Consolidated PBY-5 Catalina,US Navy,1.0,P.N. Guinea,A1,1944
1944-08-10,Consolidated PBY-5A Catalina,US Navy,,USA,A1,1944
1944-08-10,Douglas C-47A (DC-3),USAAF,0.0,Australia,A1,1944
1944-08-11,Lockheed C-60A Lodestar,USAAF,,U.K.,A1,1944
1944-08-12,Douglas C-47A (DC-3),USAAF,4.0,U.K.,A1,1944
1944-08-12,Douglas C-47A (DC-3),USAAF,,U.K.,A1,1944
1944-08-12,Short Sunderland,RAF,3.0,Ireland,A1,1944
1944-08-12,Douglas C-47A (DC-3),USAAF,1.0,USA,A1,1944
1944-08-12,Douglas C-47A (DC-3),USAAF,,Italy,A1,1944
1944-08-12,Douglas Dakota III (DC-3),RAF,,France,A1,1944
1944-08-13,Consolidated PBY-5 Catalina,US Navy,4.0,Pacific Ocean,A1,1944
1944-08-13,Consolidated C-87,USAAF,,India,A1,1944
1944-08-14,Curtiss C-46A,USAAF,,India,A1,1944
1944-08-14,Consolidated PBY-5 Catalina,US Navy,0.0,Indonesia,A1,1944
1944-08-14,Douglas DC-3-220A,Deutsche Lufthansa,0.0,Germany,C1,1944
1944-08-14,Douglas C-47A (DC-3),USAAF,,P.N. Guinea,A1,1944
1944-08-14,Douglas Dakota III (DC-3),RAF,,Atlantic Ocean,A1,1944
1944-08-15,Curtiss C-46A,USAAF,,India,O1,1944
1944-08-15,Douglas C-47A (DC-3),USAAF,,Italy,A1,1944
1944-08-15,Consolidated PBY-2 Catalina,US Navy,,USA,A1,1944
1944-08-15,Consolidated PBY-5 Catalina,US Navy,,USA,A1,1944
1944-08-15,DH.86B Express,RAAF,0.0,,A1,1944
1944-08-15,Short Sunderland III,RAF,15.0,U.K.,A1,1944
1944-08-17,Consolidated C-87,USAAF,,India,A1,1944
1944-08-18,Curtiss C-46A,USAAF,,Morocco,A1,1944
1944-08-18,Douglas C-47 (DC-3),USAAF,3.0,Nigeria,A1,1944
1944-08-18,Consolidated C-87,USAAF,,China,A1,1944
1944-08-18,Douglas C-47A (DC-3),USAAF,,China,C1,1944
1944-08-19,Curtiss C-46A,USAAF,3.0,India,A1,1944
1944-08-19,Douglas C-47A (DC-3),USAAF,7.0,Myanmar,A1,1944
1944-08-19,Douglas Dakota III (DC-3),RAF,0.0,Nigeria,A1,1944
1944-08-21,Curtiss C-46A,USAAF,,India,A1,1944
1944-08-21,Douglas C-47A (DC-3),USAAF,8.0,Atlantic Ocean,A1,1944
1944-08-21,Lockheed 18 Lodestar,LAB,,Bolivia,A1,1944
1944-08-21,Douglas Dakota III (DC-3),RAF,0.0,France,C1,1944
1944-08-21,Douglas Dakota III (DC-3),RAF,5.0,Italy,A1,1944
